"","potID","fullPotID","hostVar","bacteria","Fusarium","microTrt","control","block","bench","ID","Notes","Sample_ID","Ambient.Humidity","Ambient.Pressure","Ambient.Temperature","ECS_tau","ECSt.mAU","FmPrime","FoPrime","Fs","FvP_over_FmP","gH.","kP700","leaf.angle","Leaf.Temperature","Leaf.Temperature.Differential","leaf_thickness","LEF","Light.Intensity..PAR.","NPQt","P700_DIRK_ampl","Phi2","PhiNO","PhiNPQ","PS1.Active.Centers","PS1.Open.Centers","PS1.Over.Reduced.Centers","PS1.Oxidized.Centers","pump","qL","SPAD","test_data_raw_PAM","time","Time.of.Day","tP700","v_initial_P700","vH.","User","Device.ID","Issues","Notes_postMeasure","plant_rep","Day","leafvpd","aVPD","lVPD"
"128","49","A49-Y108-F+","Alsen","Y108","YES","Y108","NO","3","2","2196346","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","49-3",37.5293,992.81561,30.31,0.0076,0.00041,759.06,151,241.33,0.801,132.406,138.4324,5.698,26.85,-3.46,0.27,105.19,342.762,0.212,0.00027,0.682,0.262,0.056,4.808,0.743,0.308,-0.05,"none",0.533,65.539,620,"7/29/2021 13:00",13.00222222,0.0072,0.0373767,0.054,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1901.43208164905,2678.32384262714,1901.43208164905
"129","5","A05-Y108-F+","Alsen","Y108","YES","Y108","NO","1","1","2189260"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","5-1",32.57324,997.39264,32.27,0.0076,0.00045,733.82,151,218,0.794,132.139,554.1521,3.224,28.11,-4.16,0.51,98.85,312.46,0.264,0.00017,0.703,0.235,0.062,3.914,0.891,0.226,-0.117,"none",0.613,49.192,620,"7/27/2021 11:10",11.1725,0.0018,0.0942059,0.059,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-27,2217.37650413987,3230.11667172621,2217.37650413987
"130","5","A05-Y108-F+","Alsen","Y108","YES","Y108","NO","1","1","2189261"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","5-2",33.25684,997.3783,32.17,0.0082,0.00041,733.58,158,228.67,0.785,122.56,-43.4351,5.175,28.25,-3.92,0.37,108.22,349.545,0.34,6e-05,0.688,0.233,0.079,5.05,0.8,0.335,-0.134,"none",0.606,64.571,620,"7/27/2021 11:13",11.22416667,-0.023,-0.0026061,0.05,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-27,2224.33773654488,3179.43866243874,2224.33773654488
"131","5","A05-Y108-F+","Alsen","Y108","YES","Y108","NO","1","1","2189262"," two leaves;   youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); skipped 5.3","5-4",33.02148,997.33459,32.36,0.0053,0.00034,650.71,130,180.33,0.8,187.539,262.31,4.042,28.57,-3.79,0.4,116.08,356.77,0.218,1e-04,0.723,0.227,0.05,3.228,0.946,0.116,-0.061,"none",0.651,44.521,620,"7/27/2021 11:16",11.28194444,0.0038,0.026231,0.064,"Briana K. Whitaker","52:00:13:65",NA,"General Note : flag leaves are 5th segment up for alsen","4",2021-07-27,2289.82236235652,3224.91246055842,2289.82236235652
"132","50","N50-Y11-F+","Norm","Y11","YES","Y11","NO","3","2","2196345"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","50-1",36.85547,992.69427,30.47,0.0063,0.00031,703.8,142,229,0.798,158.691,-264.8549,1.82,26.53,-3.94,0.35,102.19,336.419,0.233,5e-05,0.675,0.264,0.062,6.055,0.471,0.575,-0.046,"none",0.524,76.643,620,"7/29/2021 13:03",13.06472222,-0.0038,-0.0132427,0.049,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1850.62302297593,2732.01720394047,1850.62302297593
"133","50","N50-Y11-F+","Norm","Y11","YES","Y11","NO","3","2","2196347"," two leaves;   youngest fully extended leaf, 3rd ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","50-2",36.95215,992.67578,30.5,0.0086,0.00051,714.48,141,221.67,0.803,116.925,-16.9168,2.763,27.35,-3.15,0.48,93.8,302.084,0.2,2e-04,0.69,0.259,0.052,4.585,0.663,0.411,-0.074,"none",0.547,59.025,620,"7/29/2021 13:06",13.11027778,-0.0591,-0.0033834,0.06,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,2012.9880503187,2732.49977449809,2012.9880503187
"134","50","N50-Y11-F+","Norm","Y11","YES","Y11","NO","3","2","2196348"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","50-3",37.12891,992.66516,30.48,0.0076,0.00031,790.78,152,234.67,0.808,132.434,122.9952,0.593,27.35,-3.13,0.35,102.48,323.944,0.161,0.00015,0.703,0.256,0.041,6.352,0.587,0.499,-0.086,"none",0.564,79.679,620,"7/29/2021 13:10",13.17527778,0.0081,0.0184493,0.041,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,2007.15939993063,2721.73657389382,2007.15939993063
"135","51","N51-A30-F+","Norm","A30","YES","A30","NO","3","2","2196411"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","51-1",36.87402,992.63763,30.71,0.0077,0.00029,773.31,150,239,0.806,129.758,123.5245,1.786,26.75,-3.96,0.33,105.13,338.082,0.174,0.00017,0.691,0.263,0.046,5.478,0.577,0.49,-0.067,"none",0.538,75.527,620,"7/29/2021 13:14",13.23777778,0.0081,0.0209992,0.038,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1872.60205272051,2768.7800889876,1872.60205272051
"136","51","N51-A30-F+","Norm","A30","YES","A30","NO","3","2","2196344"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","51-2",36.86133,992.57361,30.68,0.0039,3e-04,745.76,142,218.67,0.81,257.424,2239.6595,2.103,26.89,-3.79,0.39,99.61,313.091,0.148,0.00015,0.707,0.255,0.038,4.891,0.704,0.372,-0.077,"none",0.567,58.392,620,"7/29/2021 13:16",13.28277778,4e-04,0.3359489,0.077,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,1904.63878339137,2764.61562821229,1904.63878339137
"137","51","N51-A30-F+","Norm","A30","YES","A30","NO","3","2","2196414"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","51-3",36.70801,992.49219,30.7,0.0082,0.00026,797.46,158,239,0.802,121.963,546.18,5.829,26.93,-3.77,0.35,96.16,305.278,0.206,0.00018,0.7,0.249,0.051,4.352,0.785,0.351,-0.136,"none",0.577,71.218,620,"7/29/2021 13:19",13.32305556,0.0018,0.0983124,0.032,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1917.76728815603,2774.48319605086,1917.76728815603
"138","52","N52-Y108-F+","Norm","Y108","YES","Y108","NO","3","2","2196352"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","52-1",36.57227,992.42987,31.07,0.0046,0.00027,810.49,159,225.67,0.804,218.903,7.7419,2.237,27.11,-3.96,0.48,98.53,303.251,0.191,-0.00017,0.722,0.234,0.045,5.441,0.663,0.424,-0.087,"none",0.632,66.95,620,"7/29/2021 13:24",13.40888889,0.1292,-0.0013161,0.059,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1926.98139596806,2839.4787925127,1926.98139596806
"139","52","N52-Y108-F+","Norm","Y108","YES","Y108","NO","3","2","2196415"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","52-2",37.0498,992.45142,31.26,0.005,3e-04,811.77,173,228.33,0.787,198.263,-798.6389,1.212,27.67,-3.59,0.65,98.46,304.312,0.322,-0.00017,0.719,0.213,0.068,6.131,0.565,0.541,-0.105,"none",0.692,92.389,620,"7/29/2021 13:27",13.45055556,-0.0013,0.1357686,0.059,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,2005.92684490365,2848.61148644549,2005.92684490365
"140","53","A53-B-/-F-","Alsen","NO","NO","NEG","NEG","3","2","2196416","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","53-1",35.20312,992.3067,31.48,0.0096,0.00045,763.81,163,220,0.787,104.526,-1.6465,6.983,26.93,-4.55,0.39,99.41,310.269,0.324,5e-05,0.712,0.218,0.07,4.598,0.602,0.423,-0.025,"none",0.671,73.45,620,"7/29/2021 13:34",13.57722222,-0.6073,-8.23e-05,0.047,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1913.94675952369,2968.91002659524,1913.94675952369
"141","53","A53-B-/-F-","Alsen","NO","NO","NEG","NEG","3","2","2196340","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","53-2",35.12695,992.16748,31.41,0.0095,0.00052,659.62,124,191.33,0.812,105.7,90.233,4.017,27.49,-3.92,0.38,105.13,329.031,0.13,0.00036,0.71,0.257,0.033,2.078,0.768,-0.093,0.325,"none",0.567,48.53,620,"7/29/2021 13:37",13.62611111,0.0111,0.0324839,0.055,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,2040.99961132393,2960.65538043292,2040.99961132393
"142","53","A53-B-/-F-","Alsen","NO","NO","NEG","NEG","3","2","2196417","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","53-3",34.80859,992.33844,31.44,0.0047,0.00028,707.89,132,205.33,0.814,213.148,663.1449,4.248,27.49,-3.95,0.35,98.88,309.472,0.119,0.00023,0.71,0.259,0.031,5.129,0.717,0.343,-0.06,"none",0.561,65.72,620,"7/29/2021 13:39",13.66472222,0.0015,0.1525233,0.06,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,2052.83071867753,2980.23774654619,2052.83071867753
"143","54","A54-Y2-F+","Alsen","Y2","YES","Y2","NO","3","2","2196363","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","54-1",34.72266,992.81952,31.41,0.0055,0.00027,793.94,148,206.33,0.814,181.446,-412.5979,1.415,26.79,-4.62,0.47,110.43,331.623,0.118,-0.00015,0.74,0.232,0.027,6.646,0.656,0.481,-0.138,"none",0.653,85.798,620,"7/29/2021 13:43",13.71944444,-0.0024,0.0618897,0.049,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1913.4644758527,2979.10623735664,1913.4644758527
"144","54","A54-Y2-F+","Alsen","Y2","YES","Y2","NO","3","2","2196359","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","54-2",34.83789,993.00592,31.36,0.0102,0.00041,714.94,142,213.33,0.801,97.832,100.5097,6.137,27.29,-4.07,0.31,104.75,331.581,0.209,0.00031,0.702,0.247,0.052,4.037,0.622,0.345,0.033,"none",0.583,60.719,620,"7/29/2021 13:45",13.75444444,0.0099,0.031158,0.04,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,2016.44153901962,2965.44580390114,2016.44153901962
"145","54","A54-Y2-F+","Alsen","Y2","YES","Y2","NO","3","2","2196358","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","54-3",35.40039,992.96045,31.41,0.0066,0.00037,723.33,136,223.67,0.812,152.504,545.7942,5.079,27.29,-4.12,0.31,103.37,332.436,0.13,0.00025,0.691,0.274,0.036,4.789,0.892,0.271,-0.164,"none",0.517,60.649,620,"7/29/2021 13:47",13.78722222,0.0018,0.1364486,0.056,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1986.2785606312,2948.17621370304,1986.2785606312
"146","6","A06-B-/-F+","Alsen","NO","YES","POS","POS","1","1","2189265"," two leaves;   youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","6-4",33.08301,997.73016,32.23,0.0072,0.00042,719.75,150,219.67,0.792,139.822,225.7122,3.7,28.63,-3.6,0.36,109.62,350.519,0.285,0.00023,0.695,0.238,0.068,3.804,0.646,0.359,-0.005,"none",0.599,49.132,620,"7/27/2021 11:26",11.4475,0.0044,0.0519138,0.059,"Briana K. Whitaker","52:00:13:65",NA,"","4",2021-07-27,2311.92715189109,3198.49473079014,2311.92715189109
"147","6","A06-B-/-F+","Alsen","NO","YES","POS","POS","1","1","2189264"," two leaves;   youngest fully extended leaf, 3rd ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","6-3",33.08789,997.72052,32.13,0.0075,0.00045,689.88,136,222.33,0.803,132.93,141.6439,0.654,28.31,-3.82,0.61,100.36,328.945,0.198,3e-04,0.678,0.269,0.053,3.685,0.912,0.104,-0.015,"none",0.516,51.449,620,"7/27/2021 11:24",11.40361111,0.0071,0.0424932,0.06,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-27,2249.18544509354,3180.32141012045,2249.18544509354
"148","6","A06-B-/-F+","Alsen","NO","YES","POS","POS","1","1","2189263"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","6-1",32.92773,997.60297,32.22,0.0102,0.00048,732.29,158,231.67,0.784,98.073,95.8439,2.326,27.53,-4.69,0.65,104.89,340.765,0.343,0.00037,0.684,0.236,0.081,3.848,0.494,0.404,0.102,"none",0.595,67.832,620,"7/27/2021 11:20",11.34166667,0.0104,0.0354622,0.047,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-27,2079.61889429973,3204.11453937223,2079.61889429973
"149","7","A07-Q16-F+","Alsen","Q16","YES","Q16","NO","1","1","2189266"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","7-1",33.02539,997.74353,32.09,0.0077,0.00051,706.98,130,199.33,0.816,130.448,83.4641,2.971,28.17,-3.92,0.4,96.54,298.79,0.1,0.00015,0.718,0.256,0.026,1.833,0.877,-0.065,0.188,"none",0.574,41.339,620,"7/27/2021 11:30",11.51055556,0.012,0.0125196,0.067,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-27,2224.81710528406,3176.13382979985,2224.81710528406
"150","7","A07-Q16-F+","Alsen","Q16","YES","Q16","NO","1","1","2189268"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","7-3",32.81445,997.78076,32.31,0.0087,0.00039,719.64,146,211,0.797,115.094,-43.3235,2.482,28.81,-3.5,0.41,104.34,327.949,0.242,5e-05,0.707,0.236,0.057,3.524,0.843,0.204,-0.046,"none",0.614,56.076,620,"7/27/2021 11:35",11.59972222,-0.0231,-0.0021662,0.045,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-27,2358.35310110716,3225.80552911185,2358.35310110716
"151","7","A07-Q16-F+","Alsen","Q16","YES","Q16","NO","1","1","2189267"," two leaves;   youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","7-2",33.2002,997.75,32.2,0.0073,0.00047,686.67,143,206.67,0.792,137.401,129.9881,3.676,28.49,-3.71,0.36,108.02,343.415,0.284,2e-04,0.699,0.234,0.066,3.473,0.845,0.187,-0.032,"none",0.611,44.565,620,"7/27/2021 11:33",11.55611111,0.0077,0.0259976,0.065,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-27,2277.63056274768,3187.51111270563,2277.63056274768
"152","8","A08-B-/-F-","Alsen","NO","NO","NEG","NEG","1","1","2189269"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","8-1",32.56934,997.79779,32.21,0.0067,0.00038,761.34,156,242.33,0.795,150.123,843.1502,3.423,27.75,-4.46,0.29,102.43,333.751,0.258,0.00015,0.682,0.253,0.065,4.606,0.82,0.298,-0.118,"none",0.552,65.884,620,"7/27/2021 11:39",11.65944444,0.0012,0.1264725,0.057,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-27,2144.67332730498,3219.42421352736,2144.67332730498
"153","8","A08-B-/-F-","Alsen","NO","NO","NEG","NEG","1","1","2189270"," two leaves;   youngest fully extended leaf, 3rd ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","8-2",32.80566,997.85425,32.18,0.0059,0.00036,713.5,134,218.33,0.812,168.687,392.3847,9.272,28.53,-3.65,0.73,98.01,313.842,0.128,0.00016,0.694,0.271,0.035,4.374,0.802,0.265,-0.067,"none",0.524,53.62,620,"7/27/2021 11:42",11.70916667,0.0025,0.0627816,0.061,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-27,2307.15733465219,3202.73262071762,2307.15733465219
"154","8","A08-B-/-F-","Alsen","NO","NO","NEG","NEG","1","1","2189271"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","8-3",33.2793,997.89453,32.31,0.0058,0.00031,748.89,157,219.67,0.79,172.627,-68.0408,3.966,28.35,-3.96,0.61,104.63,328.878,0.294,-1e-05,0.707,0.227,0.067,5.661,0.738,0.422,-0.161,"none",0.639,75.363,620,"7/27/2021 11:45",11.75305556,-0.0147,0.0006804,0.054,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-27,2232.8552695555,3203.4865081288,2232.8552695555
"155","9","N09-W14-F+","Norm","W14","YES","W14","NO","1","1","2189273"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","9-2",32.78516,998.03851,32.23,0.0054,3e-04,778.74,159,226,0.796,184.07,-860.059,4.375,28.07,-4.16,0.36,97.01,303.642,0.252,-5e-05,0.71,0.232,0.058,3.615,0.647,0.442,-0.089,"none",0.627,63.226,620,"7/27/2021 11:51",11.86305556,-0.0012,0.043003,0.055,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-27,2201.99934576489,3212.73134925678,2201.99934576489
"156","9","N09-W14-F+","Norm","W14","YES","W14","NO","1","1","2189272"," two leaves;   youngest fully extended leaf, 3rd ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","9-1",33.03906,998.00061,32.29,0.0072,0.00028,768.85,156,238.33,0.797,139.5,516.8616,2.071,27.75,-4.54,0.46,86.94,279.992,0.242,0.00015,0.69,0.25,0.06,4.49,0.765,0.358,-0.123,"none",0.567,65.268,620,"7/27/2021 11:48",11.81305556,0.0019,0.0775292,0.039,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-27,2115.13605914636,3211.40951139891,2115.13605914636
"157","9","N09-W14-F+","Norm","W14","YES","W14","NO","1","1","2189274"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","9-3",32.74316,997.91498,32.3,0.0044,0.00028,674.08,140,203.33,0.792,227.362,-27.2454,3.206,28.39,-3.91,0.48,103.41,329.211,0.279,9e-05,0.698,0.236,0.066,4.49,0.662,0.423,-0.085,"none",0.607,72.6,620,"7/27/2021 11:54",11.91166667,-0.0367,-0.0024521,0.064,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-27,2268.35800975137,3227.41411448397,2268.35800975137
